group_id,component,D_A2_per_ns,source_file
albumin_R00a,albumin,0.32926,diffusion_coefficients_albumin.txt
albumin_R006,albumin,0.04883,diffusion_coefficients_albumin.txt
albumin_R00c,albumin,0.0198,diffusion_coefficients_albumin.txt
albumin_R00i,albumin,0.02597,diffusion_coefficients_albumin.txt
albumin_R00g,albumin,0.04007,diffusion_coefficients_albumin.txt
albumin_R003,albumin,0.12372,diffusion_coefficients_albumin.txt
albumin_R000,albumin,0.08306,diffusion_coefficients_albumin.txt
albumin_R00e,albumin,0.04467,diffusion_coefficients_albumin.txt
albumin_R00f,albumin,0.08896,diffusion_coefficients_albumin.txt
albumin_R01d,albumin,0.06414,diffusion_coefficients_albumin.txt
albumin_R00b,albumin,0.05831,diffusion_coefficients_albumin.txt
albumin_R007,albumin,0.20084,diffusion_coefficients_albumin.txt
albumin_R001,albumin,0.1242,diffusion_coefficients_albumin.txt
albumin_R01e,albumin,0.21736,diffusion_coefficients_albumin.txt
albumin_R009,albumin,0.00707,diffusion_coefficients_albumin.txt
albumin_R01f,albumin,0.06057,diffusion_coefficients_albumin.txt
albumin_R005,albumin,0.01863,diffusion_coefficients_albumin.txt
albumin_R008,albumin,0.04869,diffusion_coefficients_albumin.txt
albumin_R00z,albumin,0.04002,diffusion_coefficients_albumin.txt
albumin_R00h,albumin,0.00912,diffusion_coefficients_albumin.txt
albumin_R01g,albumin,0.06749,diffusion_coefficients_albumin.txt
albumin_R01h,albumin,0.00171,diffusion_coefficients_albumin.txt
albumin_R00k,albumin,0.06019,diffusion_coefficients_albumin.txt
albumin_R01j,albumin,0.09628,diffusion_coefficients_albumin.txt
albumin_R01i,albumin,0.12463,diffusion_coefficients_albumin.txt
albumin_R01l,albumin,0.02814,diffusion_coefficients_albumin.txt
albumin_R00m,albumin,0.07731,diffusion_coefficients_albumin.txt
albumin_R00t,albumin,0.06197,diffusion_coefficients_albumin.txt
albumin_R00q,albumin,0.12955,diffusion_coefficients_albumin.txt
albumin_R002,albumin,0.08342,diffusion_coefficients_albumin.txt
albumin_R01o,albumin,0.04913,diffusion_coefficients_albumin.txt
albumin_R01p,albumin,0.22796,diffusion_coefficients_albumin.txt
albumin_R017,albumin,0.0712,diffusion_coefficients_albumin.txt
albumin_R01n,albumin,0.09121,diffusion_coefficients_albumin.txt
albumin_R01m,albumin,0.0151,diffusion_coefficients_albumin.txt
albumin_R01q,albumin,0.1273,diffusion_coefficients_albumin.txt
albumin_R00d,albumin,0.04255,diffusion_coefficients_albumin.txt
albumin_R00l,albumin,0.02103,diffusion_coefficients_albumin.txt
albumin_R00j,albumin,0.00732,diffusion_coefficients_albumin.txt
albumin_R016,albumin,0.03046,diffusion_coefficients_albumin.txt
albumin_R01t,albumin,0.03527,diffusion_coefficients_albumin.txt
albumin_R01c,albumin,0.03117,diffusion_coefficients_albumin.txt
albumin_R01a,albumin,0.06865,diffusion_coefficients_albumin.txt
albumin_R00r,albumin,0.11321,diffusion_coefficients_albumin.txt
albumin_R01w,albumin,0.24167,diffusion_coefficients_albumin.txt
albumin_R01v,albumin,0.01475,diffusion_coefficients_albumin.txt
albumin_R01s,albumin,0.01856,diffusion_coefficients_albumin.txt
albumin_R00o,albumin,0.05053,diffusion_coefficients_albumin.txt
albumin_R01x,albumin,0.1112,diffusion_coefficients_albumin.txt
albumin_R01u,albumin,0.0433,diffusion_coefficients_albumin.txt
albumin_R01b,albumin,0.08064,diffusion_coefficients_albumin.txt
albumin_R012,albumin,0.06698,diffusion_coefficients_albumin.txt
albumin_R00y,albumin,0.03312,diffusion_coefficients_albumin.txt
albumin_R01z,albumin,0.05897,diffusion_coefficients_albumin.txt
albumin_R00s,albumin,0.08987,diffusion_coefficients_albumin.txt
albumin_R024,albumin,0.06551,diffusion_coefficients_albumin.txt
albumin_R010,albumin,0.04376,diffusion_coefficients_albumin.txt
albumin_R00v,albumin,0.04753,diffusion_coefficients_albumin.txt
albumin_R00w,albumin,0.06194,diffusion_coefficients_albumin.txt
albumin_R025,albumin,0.20973,diffusion_coefficients_albumin.txt
albumin_R01y,albumin,0.02964,diffusion_coefficients_albumin.txt
albumin_R013,albumin,0.11221,diffusion_coefficients_albumin.txt
albumin_R026,albumin,0.02429,diffusion_coefficients_albumin.txt
albumin_R028,albumin,0.03403,diffusion_coefficients_albumin.txt
albumin_R022,albumin,0.15721,diffusion_coefficients_albumin.txt
albumin_R023,albumin,0.04503,diffusion_coefficients_albumin.txt
albumin_R02b,albumin,0.10994,diffusion_coefficients_albumin.txt
albumin_R02a,albumin,0.00947,diffusion_coefficients_albumin.txt
albumin_R020,albumin,0.13072,diffusion_coefficients_albumin.txt
albumin_R019,albumin,0.0677,diffusion_coefficients_albumin.txt
albumin_R02i,albumin,0.10897,diffusion_coefficients_albumin.txt
albumin_R011,albumin,0.02384,diffusion_coefficients_albumin.txt
albumin_R00p,albumin,0.04377,diffusion_coefficients_albumin.txt
albumin_R02q,albumin,0.11099,diffusion_coefficients_albumin.txt
albumin_R02l,albumin,0.00223,diffusion_coefficients_albumin.txt
albumin_R02o,albumin,0.10364,diffusion_coefficients_albumin.txt
albumin_R02m,albumin,0.09569,diffusion_coefficients_albumin.txt
albumin_R02p,albumin,0.11585,diffusion_coefficients_albumin.txt
albumin_R02g,albumin,0.16328,diffusion_coefficients_albumin.txt
albumin_R015,albumin,0.03935,diffusion_coefficients_albumin.txt
albumin_R02u,albumin,0.0325,diffusion_coefficients_albumin.txt
albumin_R02s,albumin,0.11438,diffusion_coefficients_albumin.txt
albumin_R02f,albumin,0.11769,diffusion_coefficients_albumin.txt
albumin_R02v,albumin,0.05956,diffusion_coefficients_albumin.txt
albumin_R02h,albumin,0.03112,diffusion_coefficients_albumin.txt
albumin_R02d,albumin,0.08709,diffusion_coefficients_albumin.txt
albumin_R02e,albumin,0.05107,diffusion_coefficients_albumin.txt
albumin_R018,albumin,0.08779,diffusion_coefficients_albumin.txt
albumin_R033,albumin,0.02858,diffusion_coefficients_albumin.txt
albumin_R035,albumin,0.00589,diffusion_coefficients_albumin.txt
albumin_R037,albumin,0.16961,diffusion_coefficients_albumin.txt
albumin_R039,albumin,0.1021,diffusion_coefficients_albumin.txt
albumin_R031,albumin,0.15453,diffusion_coefficients_albumin.txt
albumin_R02n,albumin,0.36074,diffusion_coefficients_albumin.txt
albumin_R038,albumin,0.03953,diffusion_coefficients_albumin.txt
albumin_R02w,albumin,0.10136,diffusion_coefficients_albumin.txt
albumin_R03c,albumin,0.02774,diffusion_coefficients_albumin.txt
albumin_R02x,albumin,0.02817,diffusion_coefficients_albumin.txt
albumin_R014,albumin,0.0545,diffusion_coefficients_albumin.txt
albumin_R02y,albumin,0.21486,diffusion_coefficients_albumin.txt
albumin_R03f,albumin,0.0069,diffusion_coefficients_albumin.txt
albumin_R03d,albumin,0.0275,diffusion_coefficients_albumin.txt
albumin_R03b,albumin,0.17438,diffusion_coefficients_albumin.txt
albumin_R03g,albumin,0.01724,diffusion_coefficients_albumin.txt
albumin_R034,albumin,0.11277,diffusion_coefficients_albumin.txt
albumin_R03k,albumin,0.05606,diffusion_coefficients_albumin.txt
albumin_R03m,albumin,0.16577,diffusion_coefficients_albumin.txt
albumin_R03a,albumin,0.08615,diffusion_coefficients_albumin.txt
albumin_R02z,albumin,0.11719,diffusion_coefficients_albumin.txt
albumin_R030,albumin,0.06736,diffusion_coefficients_albumin.txt
albumin_R03i,albumin,0.11756,diffusion_coefficients_albumin.txt
albumin_R03n,albumin,0.05405,diffusion_coefficients_albumin.txt
albumin_R03p,albumin,0.05296,diffusion_coefficients_albumin.txt
albumin_R03q,albumin,0.13822,diffusion_coefficients_albumin.txt
albumin_R03r,albumin,0.08599,diffusion_coefficients_albumin.txt
albumin_R03s,albumin,0.13113,diffusion_coefficients_albumin.txt
albumin_R03o,albumin,0.07984,diffusion_coefficients_albumin.txt
albumin_R03u,albumin,0.1351,diffusion_coefficients_albumin.txt
albumin_R03j,albumin,0.01669,diffusion_coefficients_albumin.txt
albumin_R03v,albumin,0.10581,diffusion_coefficients_albumin.txt
albumin_R03t,albumin,0.12526,diffusion_coefficients_albumin.txt
albumin_R03l,albumin,0.09145,diffusion_coefficients_albumin.txt
albumin_R03e,albumin,0.07076,diffusion_coefficients_albumin.txt
albumin_R03x,albumin,0.09896,diffusion_coefficients_albumin.txt
albumin_R03y,albumin,0.14366,diffusion_coefficients_albumin.txt
albumin_R03h,albumin,0.26582,diffusion_coefficients_albumin.txt
albumin_R03z,albumin,0.0718,diffusion_coefficients_albumin.txt
albumin_R040,albumin,0.00285,diffusion_coefficients_albumin.txt
albumin_R042,albumin,0.11419,diffusion_coefficients_albumin.txt
albumin_R043,albumin,0.1035,diffusion_coefficients_albumin.txt
albumin_R044,albumin,0.0104,diffusion_coefficients_albumin.txt
albumin_R041,albumin,0.05718,diffusion_coefficients_albumin.txt
albumin_R049,albumin,0.04389,diffusion_coefficients_albumin.txt
albumin_R048,albumin,0.29049,diffusion_coefficients_albumin.txt
albumin_R04b,albumin,0.1618,diffusion_coefficients_albumin.txt
albumin_R04i,albumin,0.1262,diffusion_coefficients_albumin.txt
albumin_R045,albumin,0.04745,diffusion_coefficients_albumin.txt
albumin_R04d,albumin,0.07774,diffusion_coefficients_albumin.txt
albumin_R04h,albumin,0.02494,diffusion_coefficients_albumin.txt
albumin_R04c,albumin,0.06598,diffusion_coefficients_albumin.txt
albumin_R04f,albumin,0.00941,diffusion_coefficients_albumin.txt
albumin_R04j,albumin,0.08256,diffusion_coefficients_albumin.txt
albumin_R04m,albumin,0.00231,diffusion_coefficients_albumin.txt
albumin_R04k,albumin,0.06222,diffusion_coefficients_albumin.txt
albumin_R04p,albumin,0.11879,diffusion_coefficients_albumin.txt
albumin_R046,albumin,0.15137,diffusion_coefficients_albumin.txt
albumin_R04n,albumin,0.03461,diffusion_coefficients_albumin.txt
albumin_R04g,albumin,0.12986,diffusion_coefficients_albumin.txt
albumin_R04l,albumin,0.01834,diffusion_coefficients_albumin.txt
albumin_R04q,albumin,0.04399,diffusion_coefficients_albumin.txt
albumin_R04r,albumin,0.28247,diffusion_coefficients_albumin.txt
albumin_R04t,albumin,0.09198,diffusion_coefficients_albumin.txt
albumin_R04s,albumin,0.03341,diffusion_coefficients_albumin.txt
albumin_R04u,albumin,0.07237,diffusion_coefficients_albumin.txt
albumin_R04v,albumin,0.10272,diffusion_coefficients_albumin.txt
albumin_R050,albumin,0.12719,diffusion_coefficients_albumin.txt
albumin_R04y,albumin,0.18074,diffusion_coefficients_albumin.txt
albumin_R054,albumin,0.23467,diffusion_coefficients_albumin.txt
albumin_R051,albumin,0.11233,diffusion_coefficients_albumin.txt
albumin_R055,albumin,0.04671,diffusion_coefficients_albumin.txt
albumin_R052,albumin,0.00269,diffusion_coefficients_albumin.txt
albumin_R053,albumin,0.06204,diffusion_coefficients_albumin.txt
albumin_R04x,albumin,0.02821,diffusion_coefficients_albumin.txt
albumin_R05a,albumin,0.03461,diffusion_coefficients_albumin.txt
albumin_R057,albumin,0.1287,diffusion_coefficients_albumin.txt
albumin_R056,albumin,0.02897,diffusion_coefficients_albumin.txt
albumin_R058,albumin,0.15106,diffusion_coefficients_albumin.txt
albumin_R04w,albumin,0.06239,diffusion_coefficients_albumin.txt
albumin_R059,albumin,0.07294,diffusion_coefficients_albumin.txt
albumin_R05b,albumin,0.07685,diffusion_coefficients_albumin.txt
albumin_R05c,albumin,0.00415,diffusion_coefficients_albumin.txt
albumin_R05h,albumin,0.07221,diffusion_coefficients_albumin.txt
albumin_R05f,albumin,0.04016,diffusion_coefficients_albumin.txt
albumin_R05e,albumin,0.03335,diffusion_coefficients_albumin.txt
albumin_R05g,albumin,0.04731,diffusion_coefficients_albumin.txt
albumin_R05i,albumin,0.15973,diffusion_coefficients_albumin.txt
albumin_R05k,albumin,0.10394,diffusion_coefficients_albumin.txt
albumin_R05j,albumin,0.03899,diffusion_coefficients_albumin.txt
albumin_R05n,albumin,0.08316,diffusion_coefficients_albumin.txt
albumin_R05l,albumin,0.2016,diffusion_coefficients_albumin.txt
albumin_R05m,albumin,0.07698,diffusion_coefficients_albumin.txt
albumin_R05q,albumin,0.01508,diffusion_coefficients_albumin.txt
albumin_R05p,albumin,0.03737,diffusion_coefficients_albumin.txt
albumin_R05v,albumin,0.07014,diffusion_coefficients_albumin.txt
albumin_R05t,albumin,0.21071,diffusion_coefficients_albumin.txt
albumin_R05u,albumin,0.05735,diffusion_coefficients_albumin.txt
albumin_R05s,albumin,0.061,diffusion_coefficients_albumin.txt
albumin_R05z,albumin,0.11012,diffusion_coefficients_albumin.txt
albumin_R05y,albumin,0.05355,diffusion_coefficients_albumin.txt
albumin_R05x,albumin,0.21741,diffusion_coefficients_albumin.txt
albumin_R062,albumin,0.00311,diffusion_coefficients_albumin.txt
albumin_R061,albumin,0.04593,diffusion_coefficients_albumin.txt
albumin_R063,albumin,0.13102,diffusion_coefficients_albumin.txt
albumin_R067,albumin,0.0369,diffusion_coefficients_albumin.txt
albumin_R068,albumin,0.11019,diffusion_coefficients_albumin.txt
albumin_R069,albumin,0.11753,diffusion_coefficients_albumin.txt
albumin_R05w,albumin,0.09881,diffusion_coefficients_albumin.txt
albumin_R064,albumin,0.15483,diffusion_coefficients_albumin.txt
albumin_R06b,albumin,0.10591,diffusion_coefficients_albumin.txt
albumin_R06a,albumin,0.07223,diffusion_coefficients_albumin.txt
albumin_R06d,albumin,0.05689,diffusion_coefficients_albumin.txt
albumin_R06f,albumin,0.04351,diffusion_coefficients_albumin.txt
albumin_R06g,albumin,0.04527,diffusion_coefficients_albumin.txt
albumin_R06e,albumin,0.08155,diffusion_coefficients_albumin.txt
albumin_R06h,albumin,0.0008,diffusion_coefficients_albumin.txt
albumin_R06i,albumin,0.0898,diffusion_coefficients_albumin.txt
albumin_R06k,albumin,0.26048,diffusion_coefficients_albumin.txt
albumin_R06o,albumin,0.1808,diffusion_coefficients_albumin.txt
albumin_R06r,albumin,0.17656,diffusion_coefficients_albumin.txt
albumin_R06m,albumin,0.14981,diffusion_coefficients_albumin.txt
albumin_R06n,albumin,0.03873,diffusion_coefficients_albumin.txt
albumin_R06j,albumin,0.09741,diffusion_coefficients_albumin.txt
albumin_R06s,albumin,0.06184,diffusion_coefficients_albumin.txt
albumin_R06c,albumin,0.33076,diffusion_coefficients_albumin.txt
albumin_R06t,albumin,0.01339,diffusion_coefficients_albumin.txt
albumin_R06u,albumin,0.0796,diffusion_coefficients_albumin.txt
albumin_R06v,albumin,0.04371,diffusion_coefficients_albumin.txt
albumin_R06l,albumin,0.05636,diffusion_coefficients_albumin.txt
albumin_R06w,albumin,0.06111,diffusion_coefficients_albumin.txt
albumin_R070,albumin,0.08954,diffusion_coefficients_albumin.txt
albumin_R072,albumin,0.07703,diffusion_coefficients_albumin.txt
albumin_R06z,albumin,0.00924,diffusion_coefficients_albumin.txt
albumin_R06x,albumin,0.13723,diffusion_coefficients_albumin.txt
albumin_R073,albumin,0.02165,diffusion_coefficients_albumin.txt
albumin_R074,albumin,0.02041,diffusion_coefficients_albumin.txt
albumin_R06q,albumin,0.02735,diffusion_coefficients_albumin.txt
albumin_R06y,albumin,0.03987,diffusion_coefficients_albumin.txt
albumin_R075,albumin,0.03737,diffusion_coefficients_albumin.txt
albumin_R078,albumin,0.05945,diffusion_coefficients_albumin.txt
albumin_R076,albumin,0.12812,diffusion_coefficients_albumin.txt
albumin_R077,albumin,0.0098,diffusion_coefficients_albumin.txt
albumin_R07a,albumin,0.20691,diffusion_coefficients_albumin.txt
albumin_R07c,albumin,0.1557,diffusion_coefficients_albumin.txt
albumin_R07d,albumin,0.26352,diffusion_coefficients_albumin.txt
albumin_R07b,albumin,0.25514,diffusion_coefficients_albumin.txt
albumin_R07g,albumin,0.02704,diffusion_coefficients_albumin.txt
albumin_R07i,albumin,0.02283,diffusion_coefficients_albumin.txt
albumin_R07h,albumin,0.07815,diffusion_coefficients_albumin.txt
albumin_R079,albumin,0.03492,diffusion_coefficients_albumin.txt
albumin_R07j,albumin,0.10778,diffusion_coefficients_albumin.txt
albumin_R07e,albumin,0.10111,diffusion_coefficients_albumin.txt
albumin_R07n,albumin,0.09066,diffusion_coefficients_albumin.txt
albumin_R07k,albumin,0.0397,diffusion_coefficients_albumin.txt
albumin_R07m,albumin,0.03759,diffusion_coefficients_albumin.txt
albumin_R07q,albumin,0.16228,diffusion_coefficients_albumin.txt
albumin_R07p,albumin,0.04415,diffusion_coefficients_albumin.txt
albumin_R07r,albumin,0.03199,diffusion_coefficients_albumin.txt
albumin_R07o,albumin,0.04831,diffusion_coefficients_albumin.txt
albumin_R07s,albumin,0.12498,diffusion_coefficients_albumin.txt
albumin_R07t,albumin,0.08089,diffusion_coefficients_albumin.txt
albumin_R07u,albumin,0.08994,diffusion_coefficients_albumin.txt
albumin_R07x,albumin,0.18349,diffusion_coefficients_albumin.txt
albumin_R07w,albumin,0.02103,diffusion_coefficients_albumin.txt
albumin_R07v,albumin,0.13377,diffusion_coefficients_albumin.txt
albumin_R07z,albumin,0.22171,diffusion_coefficients_albumin.txt
albumin_R080,albumin,0.01523,diffusion_coefficients_albumin.txt
albumin_R082,albumin,0.07939,diffusion_coefficients_albumin.txt
albumin_R07y,albumin,0.0514,diffusion_coefficients_albumin.txt
albumin_R081,albumin,0.11636,diffusion_coefficients_albumin.txt
albumin_R084,albumin,0.06939,diffusion_coefficients_albumin.txt
albumin_R083,albumin,0.04994,diffusion_coefficients_albumin.txt
albumin_R089,albumin,0.09739,diffusion_coefficients_albumin.txt
albumin_R087,albumin,0.08691,diffusion_coefficients_albumin.txt
albumin_R088,albumin,0.02372,diffusion_coefficients_albumin.txt
albumin_R08a,albumin,0.03552,diffusion_coefficients_albumin.txt
albumin_R08b,albumin,0.07604,diffusion_coefficients_albumin.txt
albumin_R08c,albumin,0.04079,diffusion_coefficients_albumin.txt
albumin_R08d,albumin,0.19949,diffusion_coefficients_albumin.txt
albumin_R08e,albumin,0.14137,diffusion_coefficients_albumin.txt
albumin_R086,albumin,0.02808,diffusion_coefficients_albumin.txt
albumin_R08h,albumin,0.06444,diffusion_coefficients_albumin.txt
albumin_R08i,albumin,0.02852,diffusion_coefficients_albumin.txt
albumin_R08j,albumin,0.12729,diffusion_coefficients_albumin.txt
albumin_R08k,albumin,0.09904,diffusion_coefficients_albumin.txt
albumin_R08l,albumin,0.03531,diffusion_coefficients_albumin.txt
albumin_R08m,albumin,0.09769,diffusion_coefficients_albumin.txt
albumin_R08g,albumin,0.04212,diffusion_coefficients_albumin.txt
albumin_R08o,albumin,0.11107,diffusion_coefficients_albumin.txt
albumin_R08n,albumin,0.14575,diffusion_coefficients_albumin.txt
albumin_R08s,albumin,0.02799,diffusion_coefficients_albumin.txt
albumin_R08r,albumin,0.00275,diffusion_coefficients_albumin.txt
albumin_R08w,albumin,0.169,diffusion_coefficients_albumin.txt
albumin_R08v,albumin,0.2497,diffusion_coefficients_albumin.txt
albumin_R08z,albumin,0.07167,diffusion_coefficients_albumin.txt
albumin_R08x,albumin,0.05048,diffusion_coefficients_albumin.txt
albumin_R08y,albumin,0.06401,diffusion_coefficients_albumin.txt
albumin_R090,albumin,0.03492,diffusion_coefficients_albumin.txt
albumin_R091,albumin,0.11794,diffusion_coefficients_albumin.txt
albumin_R08q,albumin,0.27354,diffusion_coefficients_albumin.txt
albumin_R095,albumin,0.04699,diffusion_coefficients_albumin.txt
albumin_R08t,albumin,0.10764,diffusion_coefficients_albumin.txt
albumin_R09b,albumin,0.12396,diffusion_coefficients_albumin.txt
albumin_R08u,albumin,0.07559,diffusion_coefficients_albumin.txt
albumin_R098,albumin,0.06397,diffusion_coefficients_albumin.txt
albumin_R09c,albumin,0.01071,diffusion_coefficients_albumin.txt
albumin_R093,albumin,0.08686,diffusion_coefficients_albumin.txt
albumin_R09f,albumin,0.09354,diffusion_coefficients_albumin.txt
albumin_R094,albumin,0.06648,diffusion_coefficients_albumin.txt
albumin_R096,albumin,0.02299,diffusion_coefficients_albumin.txt
albumin_R09i,albumin,0.15854,diffusion_coefficients_albumin.txt
albumin_R09l,albumin,0.16907,diffusion_coefficients_albumin.txt
albumin_R09m,albumin,0.21967,diffusion_coefficients_albumin.txt
albumin_R09g,albumin,0.02284,diffusion_coefficients_albumin.txt
albumin_R097,albumin,0.1401,diffusion_coefficients_albumin.txt
albumin_R09h,albumin,0.11501,diffusion_coefficients_albumin.txt
albumin_R09n,albumin,0.1715,diffusion_coefficients_albumin.txt
albumin_R09q,albumin,0.19984,diffusion_coefficients_albumin.txt
albumin_R09a,albumin,0.00259,diffusion_coefficients_albumin.txt
albumin_R09t,albumin,0.09961,diffusion_coefficients_albumin.txt
albumin_R09s,albumin,0.04138,diffusion_coefficients_albumin.txt
albumin_R09w,albumin,0.08827,diffusion_coefficients_albumin.txt
albumin_R09d,albumin,0.05962,diffusion_coefficients_albumin.txt
albumin_R09o,albumin,0.10448,diffusion_coefficients_albumin.txt
albumin_R09p,albumin,0.11829,diffusion_coefficients_albumin.txt
albumin_R09e,albumin,0.03227,diffusion_coefficients_albumin.txt
albumin_R0a0,albumin,0.03485,diffusion_coefficients_albumin.txt
albumin_R09u,albumin,0.04566,diffusion_coefficients_albumin.txt
albumin_R0a2,albumin,0.05439,diffusion_coefficients_albumin.txt
albumin_R09v,albumin,0.05487,diffusion_coefficients_albumin.txt
albumin_R09z,albumin,0.27899,diffusion_coefficients_albumin.txt
albumin_R09k,albumin,0.11867,diffusion_coefficients_albumin.txt
albumin_R0a4,albumin,0.06821,diffusion_coefficients_albumin.txt
albumin_R0a3,albumin,0.02958,diffusion_coefficients_albumin.txt
albumin_R0a5,albumin,0.07156,diffusion_coefficients_albumin.txt
albumin_R09r,albumin,0.03086,diffusion_coefficients_albumin.txt
albumin_R09y,albumin,0.27949,diffusion_coefficients_albumin.txt
albumin_R09x,albumin,0.0992,diffusion_coefficients_albumin.txt
albumin_R0a8,albumin,0.0728,diffusion_coefficients_albumin.txt
albumin_R0a6,albumin,0.19467,diffusion_coefficients_albumin.txt
albumin_R0aa,albumin,0.21995,diffusion_coefficients_albumin.txt
albumin_R0ab,albumin,0.19474,diffusion_coefficients_albumin.txt
albumin_R0a9,albumin,0.17259,diffusion_coefficients_albumin.txt
albumin_R0a7,albumin,0.1256,diffusion_coefficients_albumin.txt
albumin_R0ae,albumin,0.19234,diffusion_coefficients_albumin.txt
albumin_R0ad,albumin,0.12877,diffusion_coefficients_albumin.txt
albumin_R0af,albumin,0.01604,diffusion_coefficients_albumin.txt
albumin_R0ac,albumin,0.10445,diffusion_coefficients_albumin.txt
albumin_R0ag,albumin,0.05807,diffusion_coefficients_albumin.txt
albumin_R0aj,albumin,0.18218,diffusion_coefficients_albumin.txt
albumin_R0am,albumin,0.08311,diffusion_coefficients_albumin.txt
albumin_R0ak,albumin,0.04234,diffusion_coefficients_albumin.txt
albumin_R0an,albumin,0.07755,diffusion_coefficients_albumin.txt
albumin_R0al,albumin,0.08341,diffusion_coefficients_albumin.txt
